,fileid,part0list,part1list
0,wilson_11th_street_rag_pub.vers_wilson,"['1000100000000000', '0000000000000000', '0001100110011010', '0010001110100010', '1010100000000000', '0000000000000000', '0001100110011010', '0010001110100010', '1010100000000000', '0000000010100010', '1000100000000000', '0000001010101010', '1010100000001000', '1000100000001000', '0000101010101010', '1000100000000010', '1010101010100010', '0010101010100010', '0011001010100010', '0000100000000000', '0000000010000000', '1000001000101010', '1000000010000000', '1000001000101010', '1000101010100010', '0010101010100010', '0011001010100010', '0000100000000000', '0001001010010010', '1000101010010010', '1010100000001000', '0000100000000000', '0000101010100010', '1000101010100010', '1000101010101010', '1000101110111011', '1001001010101010', '1010101010101010', '1001001010101010', '1010100010100010', '1001001010101010', '1010101010101010', '1000100000000000', '0000000000000000', '1001001010101010', '1010101010101010', '1001001010101010', '1010100010100010', '1000100000001000', '0000100000001000', '1000101010101010', '1010101010100000', '0001001010101010', '1010101010101010', '1001001010101010', '1010100010100010', '1001001010101010', '1010101010101010', '1000100000000000', '0000000000000000', '0000100010100010', '1000100010100010', '1000100010100010', '1000100010100010', '1000100000001010', '1010100000001000', '0000101010101010', '1000100000000010', '1010101010100010', '0010101010100010', '0011001010100010', '0000100000000000', '0000000010000000', '1000000010101010', '1000000010000000', '1000000010101010', '1000101010100010', '0010101010100010', '0011001010100010', '0000100000000000', '0001001010010010', '1000101010010010', '1010100000001000', '0000100000001000']","['0000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010100010', '1010100000000000', '0000101010101010', '1010100000000000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100000001000', '0000100000000000', '1000100000001000', '0000100000101010', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100000001000', '0000100000001000', '0000100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010101010', '0010100010001000', '1000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010101010', '0010100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100000001000', '0000100000000000', '1000100000001000', '0000100000101010', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000']"
1,wilson_11th_street_rag_unpub._vers_wilson,"['1000100000000000', '0000000000000000', '0001100010001010', '0010000110100010', '1010100000000000', '0000000000000000', '0001100010001010', '0010000110100010', '1010100000000000', '0000000010100010', '1000100000000000', '0000001010101010', '1010100000001000', '1000100000001000', '0000101010101010', '1000100000000010', '1010101010100010', '0010101010100010', '0110001010100010', '0000100000000000', '0000000010000000', '1000001000101010', '1000000010000000', '1000001000101010', '1010101010100010', '0010101010100010', '0110001010100010', '0000100000000000', '0000101010010010', '1000101010010010', '1010100000001000', '0000100000000000', '0001001010101010', '1001001010101010', '1001101010100000', '0001101010100000', '0001101010100000', '0001101010100000', '0001101010100000', '0001101010100000', '0001001010101010', '1001001010101010', '1001101010100000', '0001101010100000', '0000101010010010', '1000101010010010', '1010100000001000', '0000100000000000', '1111100000000001', '1001100110011001', '1001100000000001', '1001100000000000', '0000101010101010', '1010101010100000', '0000101010101010', '1010101010100000', '1111100000000001', '1001100110011001', '1001100000000001', '1001100000000000', '0000101010010010', '1000101010010010', '1010100000001000', '0000100000001000']","['0000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010101010', '1010101010101010', '1010100010001000', '1000100010001000', '1000101010100010', '1010100000000000', '0000101010101010', '1010100000000000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100000001000', '0000100000101010', '1000100000001000', '0000100000101010', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '0000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000']"
2,misc_sequencers_a_e_12th_street_rag_abruzese_ex_decker,"['0000000000000000', '1001100010000000', '1001100110000000', '1000001010001000', '1000000111000000', '1010101010001000', '1000100010001000', '1000100010001000', '1000100010001010', '1000100000001000', '1000100010001000', '1001100010001000', '1000100110001000', '1000001010001001', '1000100000101000', '1000000110000000', '1000101010101000', '0010100110001000', '1000100000001000', '1000100010001000', '1000101010000000', '1010100110001000', '1001100000001000', '0010101010001000', '1010101000000000', '1111101011111010', '1111111111111010', '1111101011111010', '1000101010001000', '1111111111111110', '1111111110101010', '1111111111111110', '1111111110000010', '1111111111111110', '1111111110100010', '1111111110011111', '1111101010101000', '1111111111111110', '1111111110100010', '1111111111111110', '1111111110000010', '1000101010011010', '1000101010001010', '1010111010001000', '1011111110101010', '1010001010101010', '1010101010100010', '1010111010111011', '1010101010101010', '1010101010101010', '1010101010100010', '1111111110101100', '1111101010111010', '1010101010101010', '1010101010100010', '1011101110111010', '1010101010001010', '1110101011111010', '1011101010101010', '1010111110001000', '1010101010101010', '0000000011111000', '1111111110111000', '1111100011111000', '1000101010011000', '1111111111111110', '1111111110100010', '1010111111111110', '1111111110000000', '1010111111111110', '1111111110100010', '1111101010101110', '1111101010101000', '1010111111111010', '1111101110101010', '1111111111111110', '1111111110100010', '1011101011111010', '1000101011111010', '1010111110001000', '1001101010000010', '1111111111111111', '1111111110100010', '1111111111111111', '1111111010100010', '1111111111111111', '1111111010100000', '1000100010001000', '1011101110000010', '1111111111111111', '1111111110100011', '1111111111111111', '1111111010101010', '1010101011101010', '1010101110101010', '1010111011001000', '1101101010000100', '1000100010100000', '1000000001100000', '1010100010001001', '0000001110000000']","['0000000000000000', '1000000000001000', '1000000000001000', '1000001010001000', '1000000010000000', '1000100010001000', '1000101010101000', '1010100010101000', '1000100010001000', '1010101010101010', '1000100010011010', '1000100010101000', '1000100010001000', '1000000000000000', '1000000000000001', '1000000000000011', '1000000000000000', '1001100110101001', '1010100110101000', '1010100010101000', '1000100000000010', '1010100110101001', '1010101010101001', '1010100110000000', '1010100110001000', '0000000000000000', '0000000000000000', '1000001011000010', '1000100000001000', '0000000010001000', '1010101010101010', '1010101010101010', '1010101010101010', '0000000010001000', '1000101010001000', '0000000000000000', '0000000000001000', '0000000010001000', '1010101010101010', '1010101010101010', '1010101010101010', '0000000000000000', '1000001010000010', '1000000010001000', '1000000000000010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101000', '0000000000000000', '0000000000001010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101000', '0000000000000000', '1000001010000010', '1000000010001000', '1000000000000000', '1111100010000000', '0000000000000000', '0000000000000000', '0000000000000000', '0000000010001010', '1010101010101010', '1010101010101010', '1010101010101010', '0000000010001010', '1010101010001000', '0000000000000000', '0000000000001000', '0000000000000000', '0000000000000000', '0000100010001000', '1000100010101000', '0000000000000000', '1000001010000010', '1000000010001000', '1001101010101000', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101000', '0000100000000000', '0000000000001000', '1010101010101010', '1010101010101010', '1010101010101010', '1010101010101000', '0000000000000000', '0000000000000000', '0000000000000000', '1101101010001000', '1000100000001000', '1000000000100000', '1010100010001001', '0000000010000000']"
3,macdonald_12th_street_rag_macdonald,"['0000000000001000', '1001100110011001', '1001100110011001', '1000101000001000', '1000000000001000', '1001100110011001', '1001100110011001', '1000101000001000', '1000000000000000', '1000000000000000', '1000100100011000', '1000000000000000', '1000000000000000', '1000100000001000', '1000000010000000', '1000001010011001', '1000000010000000', '1001100110011001', '1001100110011001', '0001100110011001', '1000000000000000', '1001100110011001', '1001100110011001', '0001100110011001', '1000000000000000', '1001100110011001', '1001100110011001', '0001100110011001', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1001100110011001', '1001100110011001', '0001100110011001', '1000000000000000', '1001100110011001', '1001100110011001', '0001100110011001', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000100010001000', '1000000010000000', '1000000000000000', '0000000010000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000000000001000', '1000000000001000', '0010101000101000', '1000000000000000', '1000100010100000', '1000000010000000', '1000000000000000', '0000000110000000', '1010101010000000', '1010101010000000', '1001100110011001', '1000000110000000', '1001100110011001', '1001100110011000', '1001100110011001', '1000000000000000', '1001100110011001', '1001100110011000', '1001100110011001', '1000000000000000', '1001100110011001', '1001100110011000', '1001100110011001', '1000000000000000', '1000000010000000', '1000000010000001', '1010001000011001', '1001100110011001', '1001100110011001', '1001100110011000', '1001100110011001', '1000000000000000', '1001100110011001', '1001100110011000', '1001100110011001', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010011001', '1000000010000000', '1000101000101000', '1000000010000000']","['0000000000000000', '0001100110011001', '1001100110011001', '1000100010001000', '1001100100001000', '0001100110011001', '1001100110011001', '1000100010001000', '1001100100001000', '1001100100011001', '1000100010001000', '1001100100011000', '1000000010100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1001100110011001', '1000101000101000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000000010000000', '1000101000101010', '1000100010001000', '1000100010001000', '1000101000101000', '1000000110000000', '1000000000000000', '1000000000000000', '1001100110011001', '1000000110000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010001000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000000110000000']"
4,misc_sequencers_m_r_12th_street_rag_rogers,"['0000000000000000', '0000000000001000', '1000000000000000', '0000000000000000', '1000101000001000', '1000000000001000', '1000000000000000', '0000000000000000', '1000101000001000', '1000000000000000', '1000000000000000', '1000100100011000', '1000000000000000', '1000000000000000', '1000100000001000', '1010101000101000', '1000001010011001', '1001100110000000', '1001100110011001', '1001100110011001', '0001100110011001', '1000101000101000', '1001100110011001', '1001100110011001', '0001100110011001', '1000100100101000', '1001100110011001', '1001100110011001', '0001100110011001', '1000101000101000', '1000000010000000', '1000000010000000', '1000101000100010', '1000101000101010', '1001100110011001', '1001100110011001', '0001100110011001', '1000101000101000', '1001100110011001', '1001100110011001', '0001100110011001', '1000100100101000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010011001', '1000000010000000', '1000101000101000', '1000000010000000', '1000101000101010', '1010101010101010', '1000101000101010', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000101000101010', '1010101010101010', '1000101000101010', '1000000000000000', '1000000010000000', '1000000010000000', '1000000000000000', '0001100110011001', '1000101000101010', '1010101010101010', '1000100100101010', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000000000001000', '1000000000001000', '0010101000011000', '1000000000000000', '0000101000101000', '0000101000101000', '1000000000000000', '0000000010000000', '1010101010000000', '1010101010000000', '1001100110011001', '1000000010000000', '1001100110011001', '1001100110011000', '1001100110011001', '1000101000101000', '1001100110011001', '1001100110011001', '1001100110011001', '1000101000101000', '1001100110011001', '1001100110011000', '1001100110011001', '1000101000101000', '1000000010000000', '1000000010000000', '1000101000100010', '1000101000101010', '1001100110011001', '1001100110011000', '1001100110011001', '1000101000101000', '1001100110011001', '1001100110011000', '1001100110011001', '1000101000101000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010011001', '1000000010000000', '1000101000101000', '1000000010000000', '0001100110000000']","['0000000000000000', '0000000000000000', '0001100110011001', '1001100110011001', '1000100010001000', '1001100100001000', '1001100110011001', '1001100110011001', '1000100010001000', '1001100100001000', '1001100100011001', '1000100010001000', '1001100100011000', '1000000010100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100100101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000001000001000', '1000100010001000', '1000100010001000', '1000101000001000', '1000101000101010', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100100101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1001100110011001', '1000101000101000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000101000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000000010000000', '1000101000101010', '1000100000001000', '1000100000001000', '1000101000100010', '1000000010000000', '0000000000000000', '1000000000000000', '1001100110011001', '1000000010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000001000', '1000101000101010', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1001100110011001', '1000101000101000', '1000100010000000', '0000100010000000']"
5,misc_sequencers_s_z_excl_unks_12th_street_rag_sierra_ex_wiseman,"['0000000000000000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '1010101000101010', '1000100010001000', '1010101000101000', '1000000010100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010101010101010', '1000101000101000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000000010000000', '1000101000101010', '1000100010001000', '1000100010001000', '1000101000100010', '1000000010000000', '1000000000000000', '1000000000000000', '1010101010101010', '1000000010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010001000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000000010000000']","['0000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000000000', '1000000000000000', '1000101000101000', '1000000000000000', '1000000000000000', '1000100000001000', '1000000010000000', '1000001010101010', '1000000010000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000100010001000', '1000000010000000', '1000000000000000', '0000000010000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000000000001000', '1000000000001000', '0010101000101000', '1000000000000000', '1000100010100000', '1000000010000000', '1000000000000000', '0000000010000000', '1010101010000000', '1010101010000000', '1010101010101010', '1000000010000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1010001000101010', '1010101010101010', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010101010', '1000000010000000', '1000101000101000', '1000000010000000']"
6,misc_sequencers_unks_12th_street_rag_unk2_ex_wiseman,"['0000000000000000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '1010101000101010', '1000100010001000', '1010101000101000', '1000000010100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010101010101010', '1000101000101000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000000010000000', '1000101000101010', '1000100010001000', '1000100010001000', '1000101000100010', '1000000010000000', '1000000000000000', '1000000000000000', '1010101010101010', '1000000010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010001000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000000010000000']","['0000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000000000', '1000000000000000', '1000101000101000', '1000000000000000', '1000000000000000', '1000100000001000', '1000000010000000', '1000001010101010', '1000000010000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000100010001000', '1000000010000000', '1000000000000000', '0000000010000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000000000001000', '1000000000001000', '0010101000101000', '1000000000000000', '1000100010100000', '1000000010000000', '1000000000000000', '0000000010000000', '1010101010000000', '1010101010000000', '1010101010101010', '1000000010000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1010001000101010', '1010101010101010', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010101010', '1000000010000000', '1000101000101000', '1000000010000000']"
7,misc_sequencers_unks_12th_street_rag_unk3_ex_wiseman,"['0000000000000000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '0010101010101010', '1010101010101010', '1000100010001000', '1010101000001000', '1010101000101010', '1000100010001000', '1010101000101000', '1000000010100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010101010101010', '1000101000101000', '1000100010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010000010', '1010001000100000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000100010001000', '1000100010001000', '1000000010000000', '1000101000101010', '1000100010001000', '1000100010001000', '1000101000100010', '1000000010000000', '1000000000000000', '1000000000000000', '1010101010101010', '1000000010000000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1010001000001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000100010001000', '1000101000101000', '1000000010000000']","['0000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000001000', '1010101010101010', '1010101010101010', '1000101000001000', '1000000000000000', '1000000000000000', '1000101000101000', '1000000000000000', '1000000000000000', '1000100000001000', '1000000010000000', '1000001010101010', '1000000010000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1010101010101010', '1010101010101010', '0010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000100010001000', '1000000010000000', '1000000000000000', '0000000010000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000000010000000', '1000000010000000', '1000100010000010', '1010001000100000', '1000101000101010', '1010101010101010', '1000101000101000', '1000000000000000', '1000101000101010', '1000101000101010', '1000101000101010', '1000000000000000', '1000000000001000', '1000000000001000', '0010101000101000', '1000000000000000', '1000100010100000', '1000000010000000', '1000000000000000', '0000000010000000', '1010101010000000', '1010101010000000', '1010101010101010', '1000000010000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000000010000000', '1000000010000000', '1010001000101010', '1010101010101010', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1010101010101010', '1010101010101000', '1010101010101010', '1000000000000000', '1000101000101000', '1000101000101000', '1000101000101000', '1000000000000000', '1000000010101010', '1000000010000000', '1000101000101000', '1000000010000000']"
