fileid,filename,pretty_midi,instruments,rtcid
pitt_payne_washington_waddle_the_pitt_payne,"Pitt-Payne/Washington Waddle, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_ching_chong_pitt_payne,Pitt-Payne/Ching Chong - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_coon_up_a_tree_pitt_payne,Pitt-Payne/Coon Up A Tree - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_audacious_arabella_pitt_payne,Pitt-Payne/Audacious Arabella - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_three_little_words_pitt_payne,Pitt-Payne/Three Little Words - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_temptation_blues_the_pitt_payne,"Pitt-Payne/Temptation Blues, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sand_paper_pitt_payne,Pitt-Payne/Sand Paper - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_crazy_rhythm_pitt_payne,Pitt-Payne/Crazy Rhythm - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_on_the_level_youre_a_little_devil_pitt_payne,Pitt-Payne/On The Level You're A Little Devil - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_stewed_prunes_pitt_payne,Pitt-Payne/Stewed Prunes - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_oh_you_beautiful_doll_pitt_payne,Pitt-Payne/Oh! You Beautiful Doll! - Pitt-Payne.mid,True,"[50, 50, 50, 60, 62, 73, 47, 70, 71, 0, 45, 66, 0]",-1
pitt_payne_o_hi_o_flo_pitt_payne,Pitt-Payne/O-hi-o Flo - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sunflower_rag_wenrich_pitt_payne,Pitt-Payne/Sunflower Rag (Wenrich) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_hed_have_to_get_under_get_out_and_get_under_pitt_payne,Pitt-Payne/He'd Have To Get Under Get Out And Get Under - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_that_devilish_glide_pitt_payne,Pitt-Payne/That Devilish Glide - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_hot_air_rag_walker_pitt_payne,Pitt-Payne/Hot Air Rag (Walker) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ole_ephs_vision_pitt_payne,Pitt-Payne/Ole Eph's Vision - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_sunflower_babe_pitt_payne,Pitt-Payne/Sunflower Babe - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_after_the_cake_walk_pitt_payne,Pitt-Payne/After The Cake Walk - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_cherry_leaf_rag_pitt_payne,Pitt-Payne/Cherry Leaf Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_toot_toot_tootsie_pitt_payne,"Pitt-Payne/Toot, Toot, Tootsie! - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_im_a_real_kind_mama_pitt_payne,Pitt-Payne/I'm A Real Kind Mama - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_cake_walk_queen_de_pitt_payne,"Pitt-Payne/Cake Walk Queen, De - Pitt-Payne.mid",True,"[0, 0, 0, 0, 45]",-1
pitt_payne_kip_kap_pitt_payne,Pitt-Payne/Kip-Kap - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_dynamite_rag_stokes_pitt_payne,Pitt-Payne/Dynamite Rag (Stokes) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_roll_on_missouri_pitt_payne,"Pitt-Payne/Roll On, Missouri - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_that_college_rag_pitt_payne,Pitt-Payne/That College Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_rag_de_luxe_pitt_payne,Pitt-Payne/Rag De Luxe - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ragging_the_chopsticks_pitt_payne,Pitt-Payne/Ragging The Chopsticks - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_knick_knocks_rag_pitt_payne,Pitt-Payne/Knick Knocks Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_feather_your_nest_pitt_payne,Pitt-Payne/Feather Your Nest - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_come_along_to_honeymoon_land_pitt_payne,Pitt-Payne/Come Along To Honeymoon Land - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sphinx_rag_pitt_payne,Pitt-Payne/Sphinx Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_bumble_bee_rag_tierney_pitt_payne,Pitt-Payne/Bumble Bee Rag (Tierney) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_step_along_henry_pitt_payne,Pitt-Payne/Step Along  Henry - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_frazzle_pitt_payne,Pitt-Payne/Frazzle - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ziegfeld_follies_rag_pitt_payne,Pitt-Payne/Ziegfeld Follies Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_i_want_to_linger_pitt_payne,Pitt-Payne/I Want To Linger - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_feeding_the_kitty_cobb_pitt_payne,Pitt-Payne/Feeding The Kitty (Cobb) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_baby_blue_pitt_payne,Pitt-Payne/Baby Blue - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_rum_tum_tiddle_dance_the_pitt_payne,"Pitt-Payne/Rum-Tum-Tiddle Dance, The - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_rachel_cohen_pitt_payne,Pitt-Payne/Rachel Cohen - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_i_believe_in_miracles_pitt_payne,Pitt-Payne/I Believe In Miracles - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_blacksmith_rag_pitt_payne,Pitt-Payne/Blacksmith Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_forest_queen_pitt_payne,Pitt-Payne/Forest Queen - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_golden_spider_pitt_payne,Pitt-Payne/Golden Spider - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_stevedores_rag_the_pitt_payne,"Pitt-Payne/Stevedore's Rag, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_simple_simon_howarde_pitt_payne,Pitt-Payne/Simple Simon (Howarde) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_salt_and_pepper_pitt_payne,Pitt-Payne/Salt And Pepper - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_cheerful_charlie_jones_pitt_payne,Pitt-Payne/Cheerful Charlie Jones - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_some_smoke_pitt_payne,Pitt-Payne/Some Smoke - Pitt-Payne.mid,True,"[50, 50, 50, 60, 62, 73, 0, 70, 47, 45, 58]",-1
pitt_payne_sadie_salome_pitt_payne,Pitt-Payne/Sadie Salome - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_neverything_pitt_payne,Pitt-Payne/N'Everything - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_red_rose_rag_the_song_wenrich_pitt_payne,"Pitt-Payne/Red Rose Rag, The [song] (Wenrich) - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_i_aint_got_nobody_pitt_payne,Pitt-Payne/I Ain't Got Nobody - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_he_ran_up_stairs_pitt_payne,Pitt-Payne/He Ran Up-stairs - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_bon_bon_buddy_pitt_payne,Pitt-Payne/Bon Bon Buddy - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_lemon_dropsa_rag_pitt_payne,"Pitt-Payne/Lemon Drops,A Rag - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_good_afternoon_mr_jenkins_pitt_payne,"Pitt-Payne/Good Afternoon, Mr Jenkins - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0]",-1
pitt_payne_at_the_high_brown_babies_ball_pitt_payne,Pitt-Payne/At The High Brown Babies' Ball - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_my_ann_elizer_pitt_payne,Pitt-Payne/My Ann Elizer - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_i_cried_for_you_pitt_payne,Pitt-Payne/I Cried For You - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_back_to_life_pitt_payne,Pitt-Payne/Back To Life - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_rag_baby_mine_botsford_pitt_payne,"Pitt-Payne/Rag, Baby Mine (Botsford) - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_international_rag_the_pitt_payne,"Pitt-Payne/International Rag, The - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_prohibition_blues_sweet_pitt_payne,Pitt-Payne/Prohibition Blues (Sweet) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_pipe_dream_blues_pitt_payne,Pitt-Payne/Pipe Dream Blues - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sweet_cider_time_when_you_were_mine_pitt_payne,"Pitt-Payne/Sweet Cider Time, When You Were Mine! - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_goose_step_the_pitt_payne,"Pitt-Payne/Goose Step, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 45]",-1
pitt_payne_uncle_fohley_pitt_payne,Pitt-Payne/Uncle Fohley - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_they_go_wild_simply_wild_over_me_parody_pitt_payne,Pitt-Payne/They Go Wild Simply Wild Over Me [parody] - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_down_town_rag_the_song_pitt_payne,"Pitt-Payne/Down Town Rag, The [song] - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_calico_rag_johnson_pitt_payne,Pitt-Payne/Calico Rag (Johnson) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_gambling_man_the_pitt_payne,"Pitt-Payne/Gambling Man, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_my_little_china_doll_pitt_payne,Pitt-Payne/My Little China Doll - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_dark_town_excitement_pitt_payne,Pitt-Payne/Dark Town Excitement - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_they_gotta_quit_kickin_my_dawg_aroun_pitt_payne,Pitt-Payne/They Gotta Quit Kickin' My Dawg Aroun' - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_banana_peel_rag_winkler_pitt_payne,Pitt-Payne/Banana Peel Rag (Winkler) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_that_tired_rag_pitt_payne,Pitt-Payne/That Tired Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_i_had_a_gal_i_had_a_pal_pitt_payne,"Pitt-Payne/I Had A Gal, I Had A Pal - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_bring_back_the_old_hurdy_gurdy_pitt_payne,Pitt-Payne/Bring Back The Old Hurdy Gurdy - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_chasing_the_chickens_pitt_payne,Pitt-Payne/Chasing The Chickens - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_everybody_loves_my_girl_pitt_payne,Pitt-Payne/Everybody Loves My Girl - Pitt-Payne.mid,True,"[50, 50, 50, 60, 62, 73, 47, 70, 71, 0, 103, 45, 66, 0]",-1
pitt_payne_cotton_time_pitt_payne,Pitt-Payne/Cotton Time - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_rag_medley_pitt_payne,Pitt-Payne/Rag Medley - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_moon_shines_on_the_moonshine_the_pitt_payne,"Pitt-Payne/Moon Shines On The Moonshine, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_dancing_round_the_u.s.a._pitt_payne,Pitt-Payne/Dancing 'Round The U.S.A. - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_thriller_the_pitt_payne,"Pitt-Payne/Thriller!, The - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_good_bye_eliza_jane_pitt_payne,Pitt-Payne/Good Bye Eliza Jane - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_nice_and_easy_pitt_payne,Pitt-Payne/Nice And Easy - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_under_the_mellow_arabian_moon_pitt_payne,Pitt-Payne/Under The Mellow Arabian Moon - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_dancing_at_that_georgia_jubilee_pitt_payne,Pitt-Payne/Dancing At That Georgia Jubilee - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sunflower_tickle_pitt_payne,Pitt-Payne/Sunflower Tickle - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_glad_rag_the_roberts_ver_2_pitt_payne,"Pitt-Payne/Glad Rag, The (Roberts) (ver 2) - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_honey_simons_et_al_pitt_payne,Pitt-Payne/Honey (Simons et al) - Pitt-Payne.mid,True,"[0, 0, 0]",-1
pitt_payne_razzle_dazzle_glide_the_pitt_payne,"Pitt-Payne/Razzle Dazzle Glide, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_ma_pitt_payne,Pitt-Payne/Ma - Pitt-Payne.mid,True,"[50, 50, 60, 62, 0, 45]",-1
pitt_payne_tell_me_pitt_payne,Pitt-Payne/Tell Me - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_hello_hoosier_town_pitt_payne,"Pitt-Payne/Hello, Hoosier Town - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_rag_knots_pitt_payne,Pitt-Payne/Rag-Knots - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ski_do_rag_gasdorf_pitt_payne,Pitt-Payne/Ski Do Rag (Gasdorf) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_scandalous_thompson_pitt_payne,Pitt-Payne/Scandalous Thompson - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_coon_town_jubilee_friedman_pitt_payne,Pitt-Payne/Coon-Town Jubilee (Friedman) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_buxton_slow_drag_pitt_payne,Pitt-Payne/Buxton Slow Drag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_jefferson_brown_pitt_payne,Pitt-Payne/Jefferson Brown - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_rig_a_jig_ayer_pitt_payne,Pitt-Payne/Rig-A-Jig (Ayer) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_raggedy_ragtime_rags_pitt_payne,Pitt-Payne/Raggedy Ragtime Rags - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_pathetic_rag_pitt_payne,Pitt-Payne/Pathetic Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_hes_getting_too_darn_big_for_a_one_horse_town_pitt_payne,Pitt-Payne/He's Getting Too Darn Big For A One-Horse Town - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_that_dawggone_rag_pitt_payne,Pitt-Payne/That Dawggone Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_cannon_ball_the_pitt_payne,"Pitt-Payne/Cannon Ball, The - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_what_dye_mean_you_lost_yer_dog_pitt_payne,Pitt-Payne/What D'ye Mean You Lost Yer Dog - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_candied_cherries_pitt_payne,Pitt-Payne/Candied Cherries - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_you_know_what_i_mean_pitt_payne,Pitt-Payne/You Know What I Mean - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_when_youre_smiling_pitt_payne,Pitt-Payne/When You're Smiling - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_below_the_mason_dixon_line_reed_pitt_payne,Pitt-Payne/Below The Mason-Dixon Line (Reed) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_after_youve_gone_pitt_payne,Pitt-Payne/After You've Gone - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_amo_pitt_payne,Pitt-Payne/Amo - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_that_parisian_rag_pitt_payne,Pitt-Payne/That Parisian Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_chestnuts_pitt_payne,Pitt-Payne/Chestnuts - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_uncle_jerrys_new_england_pitt_payne,Pitt-Payne/Uncle Jerry's New England - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_you_cant_shake_that_shimmie_here_pitt_payne,Pitt-Payne/You Can't Shake That Shimmie Here - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_ma_pickaninny_babe_pitt_payne,Pitt-Payne/Ma Pickaninny Babe - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_double_fudge_pitt_payne,Pitt-Payne/Double Fudge - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_sun_flower_slow_drag_pitt_payne,Pitt-Payne/Sun Flower Slow Drag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_ragtime_arabian_nights_pitt_payne,Pitt-Payne/Ragtime Arabian Nights - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_ragtime_oriole_pitt_payne,Pitt-Payne/Ragtime Oriole - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_tennessee_tantalizer_a_pitt_payne,"Pitt-Payne/Tennessee Tantalizer, A - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_flyer_the_pitt_payne,"Pitt-Payne/Flyer, The - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_indian_rag_ayer_pitt_payne,Pitt-Payne/Indian Rag (Ayer) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ragtime_cow_boy_joe_pitt_payne,Pitt-Payne/Ragtime Cow Boy Joe - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_you_were_never_introduced_to_me_pitt_payne,Pitt-Payne/You Were Never Introduced To Me - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_dandy_dan_pitt_payne,Pitt-Payne/Dandy Dan - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_gladiolus_rag_pitt_payne,Pitt-Payne/Gladiolus Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_nuthin_but_pitt_payne,Pitt-Payne/Nuthin' But - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_get_your_moneys_worth_pitt_payne,Pitt-Payne/Get Your Money's Worth - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_cheyenne_shy_ann_pitt_payne,Pitt-Payne/Cheyenne (Shy Ann) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_that_lovin_rag_song_pitt_payne,Pitt-Payne/That Lovin' Rag [song] - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_flippitty_flop_von_tilzer_mccree_pitt_payne,Pitt-Payne/Flippitty Flop (von Tilzer & McCree) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_mormon_coon_the_pitt_payne,"Pitt-Payne/Mormon Coon, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_sugar_baby_pitt_payne,Pitt-Payne/Sugar Baby - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_ill_say_she_does_pitt_payne,Pitt-Payne/I'll Say She Does - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_by_the_light_of_the_silvery_moon_pitt_payne,Pitt-Payne/By The Light Of The Silvery Moon - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0]",-1
pitt_payne_high_stepper_rag._pitt_payne,Pitt-Payne/High-Stepper Rag. Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_atlantic_city_board_walk_pitt_payne,Pitt-Payne/Atlantic City Board Walk - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_that_puzzlin_rag_song_pitt_payne,Pitt-Payne/That Puzzlin' Rag (song) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_yankee_bird_pitt_payne,Pitt-Payne/Yankee Bird - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_kiss_me_good_night_pitt_payne,Pitt-Payne/Kiss Me Good-Night - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_that_coon_town_rag_pitt_payne,Pitt-Payne/That Coon-Town Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_diplomat_rag_pitt_payne,Pitt-Payne/Diplomat Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_beside_the_sea_at_waikiki_pitt_payne,Pitt-Payne/Beside The Sea At Waikiki - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_certain_party_a_pitt_payne,"Pitt-Payne/Certain Party, A - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_chills_and_fever_pitt_payne,Pitt-Payne/Chills And Fever - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_dusky_dudes_song_pitt_payne,Pitt-Payne/Dusky Dudes (song) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_abraham_pitt_payne,Pitt-Payne/Abraham - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_baltimore_buck_pitt_payne,Pitt-Payne/Baltimore Buck - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_klinkers_pitt_payne,Pitt-Payne/Klinkers - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ishudworry_rag_pitt_payne,Pitt-Payne/Ishudworry Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_keep_moving_pitt_payne,Pitt-Payne/Keep Moving - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_ragtime_caveman_of_mine_pitt_payne,Pitt-Payne/Ragtime Caveman Of Mine - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_louisiana_funk_pitt_payne,Pitt-Payne/Louisiana (Funk) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_elite_syncopations_pitt_payne,Pitt-Payne/Elite Syncopations - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_dixie_lincoln_vers_2_pitt_payne,Pitt-Payne/Dixie (Lincoln) (vers 2) - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_waitin_for_the_evenin_mail_pitt_payne,Pitt-Payne/Waitin' For The Evenin' Mail - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_honey_boy_the_pitt_payne,"Pitt-Payne/Honey Boy, The - Pitt-Payne.mid",True,"[0, 0, 0, 0, 45]",-1
pitt_payne_steeple_chase_fox_trot_wenrich_pitt_payne,Pitt-Payne/Steeple-Chase Fox-Trot (Wenrich) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_tattered_melody_pitt_payne,Pitt-Payne/Tattered Melody - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_pretty_polly_pitt_payne,Pitt-Payne/Pretty Polly - Pitt-Payne.mid,True,"[0, 0, 0, 0, 45]",-1
pitt_payne_monkey_blues_darewski_pitt_payne,Pitt-Payne/Monkey Blues (Darewski) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_i_want_to_go_back_to_michigan_pitt_payne,Pitt-Payne/I Want To Go Back To Michigan - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_diablo_rag_the_wahl_pitt_payne,"Pitt-Payne/Diablo Rag, The (Wahl) - Pitt-Payne.mid",True,"[0, 0, 0, 0]",-1
pitt_payne_oh_that_beautiful_rag_pitt_payne,Pitt-Payne/Oh That Beautiful Rag - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
pitt_payne_honey_when_its_sunny_pitt_payne,"Pitt-Payne/Honey, When It's Sunny - Pitt-Payne.mid",True,"[0, 0, 0, 0, 0]",-1
pitt_payne_that_military_rag_andino_pitt_payne,Pitt-Payne/That Military Rag (Andino) - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_bethena_pitt_payne,Pitt-Payne/Bethena - Pitt-Payne.mid,True,"[0, 0, 0, 0]",-1
pitt_payne_try_it_on_your_piano_pitt_payne,Pitt-Payne/Try It On Your Piano - Pitt-Payne.mid,True,"[0, 0, 0, 0, 0, 45]",-1
