fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
cowles_darkey_tickle_cowles,Darkey Tickle,"Hunt, E. B.",1892,,R,2/4,0,0,0.105040038,['2/4@0.0'],0,"(2123, 1979)",0.932171455,,72.75890985,55.89392643,954,1169,,16.86498342
macdonald_darkey_tolado_the_macdonald,"Darkey Todalo, The","Jordan, Joe",1910,,R,4/4,0,0,0.985046729,['4/4@0.0'],0,"(2121, 2089)",0.984912777,,70.75766215,52.46827133,1403,914,,18.28939082
cowles_darkies_mardi_gras_cowles,Darkies Mardi Gras,"Wenzlik, Theodore",1906,,M,2/4,1.157051629,1.504166667,0.145239376,['2/4@0.0'],1.5,"(1853, 1840)",0.99298435,,70.0487013,54.50871795,924,975,,15.53998335
wilson_dead_man_blues_wilson,Dead Man Blues,"Morton, Jelly Roll",1926,,N,4/4,0,0,0.979149291,['4/4@0.0'],0,"(2414, 2364)",0.97928749,,70.24208566,51.91618829,1611,871,,18.32589737
cowles_delirium_tremens_cowles,Delirium Tremens,"Klickmann, Frank Henri",1912,,R,2/4,1.413580742,1.908333333,0.20255102,['2/4@0.0'],1.916666667,"(1980, 1933)",0.976262626,,70.37947269,51.5862069,1062,1015,,18.7932658
intartaglia_ex_intartaglia_derby_le_intartaglia,"Derby, Le","Dessaux, Louis",~1880,<1890,,2/4,0,0,0.966152916,['2/4@0.0'],0,"(3309, 3201)",0.967361741,,81.85714286,56.27485714,1575,1750,,25.58228571
cowles_desecration_cowles,Desecration,"Arndt, Felix",1914,,R,4/4,0,0,0.131177547,['4/4@0.0'],0,"(3278, 3118)",0.95118975,,68.25616438,52.15708812,2190,1305,,16.09907626
misc_sequencers_m_r_devils_hayride_mcclellan,Devil's Hayride,"McClellan, George",2000,,Y,2/4,0,0,0.986541837,['2/4@0.0'],0,"(1791, 1774)",0.990508096,,67.22777223,51.21284635,1001,794,,16.01492588
summers_devilish_rag_the_summers,"Devilish Rag, The","Roberts, Lew",1908,,R,2/4,0,0,0.996989765,['2/4@0.0'],0,"(1679, 1677)",0.998808815,,72.21382979,53.46948941,940,803,,18.74434037
cowles_diablo_rag_the_wahl_cowles,"Diablo Rag, The","Wahl, Dorothy Ingersol",1908,,R,2/4,0.179411675,0.254166667,0.142915309,['2/4@0.0'],0.25,"(2460, 2452)",0.996747967,,73.56821026,52.75473579,1598,1003,,20.81347447
macdonald_diablo_rag_the_wahl_macdonald,"Diablo Rag, The","Wahl, Dorothy Ingersol",1908,,R,2/4,0,0,0.992273282,['2/4@0.0'],0,"(2469, 2455)",0.994329688,,73.58328135,52.69414101,1603,1007,,20.88914033
crausaz_orton_diamond_lily_the_orton_ex_gordon,"Diamond Lily, The","Gordon, Thomas (Tom) Renton",1967,,R,2/4,0.1375,0.234042553,0.963000507,['2/4@0.0'],0.25,"(3203, 2881)",0.899469248,,72.30797912,50.97249509,2682,1018,,21.33548403
hiawatha_radna_diapason_rag_radna,Diapason Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1935, 1935)",1,,74.0573991,45.20231823,1115,949,,28.85508087
schwartz_dictys_on_7th_avenue_schwartz,Dictys On 7th Avenue,"Blake, Eubie",1962,,Y,4/4,1.47308,4,0.022092539,['4/4@0.0'],4,"(2784, 2377)",0.853807471,,72.58920607,51.63636364,2242,1474,,20.95284243
wilson_dictys_on_7th_avenue_wilson,Dictys On 7th Avenue,"Blake, Eubie",1962,,Y,4/4,0,0,0.912302577,['4/4@0.0'],0,"(3158, 2923)",0.925585814,,75.92505948,53.38087341,2522,1809,,22.54418607
macdonald_dill_pickles_macdonald,Dill Pickles,"Johnson, Charles L.",1906,,R,2/4,0,0,0.984247375,['2/4@0.0'],0,"(1714, 1687)",0.984247375,,71.23092999,52.30874007,957,881,,18.92218992
cowles_dill_pickles_cowles,Dill Pickles,"Johnson, Charles L.",1906,,R,2/4,0.002840908,0.004166667,0.145443925,['2/4@0.0'],0,"(1712, 1685)",0.984228972,,72.12472406,52.4219591,906,929,,19.70276497
electriclef_witherwax_dill_pickles_witherwax,Dill Pickles,"Johnson, Charles L.",1906,,R,2/4,1.5,2,0.973745624,['2/4@0.0'],2,"(1714, 1669)",0.973745624,,72.19483315,52.41980624,929,929,,19.77502691
summers_dill_pickles_summers,Dill Pickles,"Johnson, Charles L.",1906,,R,2/4,0,0,0.991202346,['2/4@0.0'],0,"(1696, 1687)",0.994693396,,72.29405286,52.44600432,908,926,,19.84804854
macdonald_dimples_colburn_macdonald,Dimples,"Colburn, Leroy Earl",1910,,I,4/4,0.8522725,2.5,1,['4/4@0.0'],2.5,"(2569, 2569)",1,,72.74310239,53.64588979,1631,1107,,19.0972126
misc_sequencers_s_z_excl_unks_dimples_colburn_williams_ex_decker,Dimples,"Colburn, Leroy Earl",1910,,I,2/4,3.56666845,5.35,0.600416956,['2/4@0.0'],2,"(4373, 3116)",0.712554311,,72.95808383,52.82069409,3340,1556,,20.13738974
misc_sequencers_f_l_dimples_colburn_hobbs,Dimples,"Colburn, Leroy Earl",1910,,I,2/4,3.14705725,5.35,0.597475772,['2/4@0.0'],2,"(4493, 3175)",0.706654796,,73.08816705,52.84502551,3448,1568,,20.24314154
cookie_jar_melody_lane_crider_dimples_colburn_cookie_jar,Dimples,"Colburn, Leroy Earl",1910,,I,2/4,3.5666631,5.35,0.597475772,['2/4@0.0'],2,"(4493, 3175)",0.706654796,,73.08816705,52.84502551,3448,1568,,20.24314154
decker_kermit_laura_morgan_msn_midibiz_btd_dinah_akst_unk_ex_decker,Dinah,"Akst, Harry",1925,,S,4/4,1.6,4,0.883392226,['4/4@0.0'],4,"(549, 483)",0.879781421,,76.23905724,52.93150685,297,292,,23.30755039
schwartz_dinah_akst_schwartz,Dinah,"Akst, Harry",1925,,S,4/4,0.9375,3.75,0.695340502,['4/4@0.0'],3.75,"(562, 474)",0.84341637,,76.62889518,52.58957655,353,307,,24.03931864
macdonald_dingle_pop_hop_macdonald,Dingle Pop Hop,"Tierney, Harry Austin",1911,,R,4/4,1.2481275,3.75,0.980625275,['4/4@0.0'],3.75,"(2268, 2230)",0.98324515,,70.8085855,52.27235772,1421,984,,18.53622778
macdonald_dingy_slowdown_a_macdonald,"Dingy Slowdown, A","Hoffman, Robert",1900,,R,2/4,1.4375,1.916666667,0.991925202,['2/4@0.0'],1.916666667,"(2353, 2333)",0.991500212,,74.04945055,53.42457627,1274,1180,,20.62487428
misc_sequencers_s_z_excl_unks_dithyrambia_spitznagel,Dithyrambia,"Spitznagel, Martin",1998 ?,>1919,Y,4/4,0,0,0.992343032,['4/4@0.0'],0,"(3281, 3268)",0.996037793,,76.89845361,51.70989761,1940,1465,,25.188556
trachtman_ditto_trachtman,Ditto,"Bargy, Roy",1920,,R,4/4,0.947367,3,0.739303483,['4/4@0.0'],3,"(3287, 3181)",0.967751749,,77.86989899,54.91054092,2475,1442,,22.95935807
wilson_dixie_lincoln_wilson,Dixie,"Lincoln, Harry J.",1911,,R,4/4,0.91666575,2.75,1,['4/4@0.0'],2.75,"(1823, 1823)",1,,69.12848606,53.09659715,1004,911,,16.03188891
cowles_dixie_belles_polla_cowles,Dixie Belles,"Polla, William C. (as Seymour, Cy)",1904,,M,2/4,0,0,0.152494331,['2/4@0.0'],0,"(1798, 1798)",1,,74.60323501,55.53739931,1051,869,,19.0658357
macdonald_dixie_blossoms_macdonald,Dixie Blossoms,"Wenrich, Percy",1906,,R,2/4,0.8819205,1.5,0.998980632,['2/4@0.0'],1.5,"(2038, 2038)",1,,71.69108561,53.61679225,1133,929,,18.07429336
cowles_dixie_darlings_cowles,Dixie Darlings,"Wenrich, Percy",1907,,R,2/4,0,0,0.210982659,['2/4@0.0'],0,"(2162, 2162)",1,,71.63227953,52.96354167,1202,960,,18.66873787
macdonald_dixie_dimples_scott_macdonald,Dixie Dimples,"Scott, James",1918,,R,4/4,1.11486375,2.75,0.999601435,['4/4@0.0'],2.75,"(2501, 2501)",1,,78.06916613,52.09536082,1547,1164,,25.9738053
decker_kermit_laura_morgan_msn_midibiz_btd_dixie_dimples_scott_unk_ex_decker,Dixie Dimples,"Scott, James",1918,,R,2/4,2.682433058,3.308333333,0.70083606,['2/4@0.0'],2,"(2557, 2016)",0.788423934,,78.18226164,52.07569386,2255,1189,,26.10656778
cowles_dixie_flyer_cowles,Dixie Flyer,"Henrich, A. E.",1901,,R,2/4,0,0,0.196791444,['2/4@0.0'],0,"(1864, 1861)",0.998390558,,70.37486574,53.66731518,931,1028,,16.70755056
macdonald_dixie_girl_macdonald,Dixie Girl,"Lampe, J. Bodewalt",1903,,M,2/4,0,0,0.998946814,['2/4@0.0'],0,"(1975, 1973)",0.998987342,,73.23222749,53.14551084,1055,969,,20.08671665
electriclef_witherwax_dixie_queen_witherwax,Dixie Queen,"Hoffman, Robert",1906,,R,2/4,1.071429,1.5,0.978352375,['2/4@0.0'],1.5,"(1668, 1632)",0.978417266,,74.94525547,55.40305011,822,918,,19.54220537
macdonald_dixie_queen_macdonald,Dixie Queen,"Hoffman, Robert",1906,,R,2/4,0.957447,1.5,0.9765625,['2/4@0.0'],1.5,"(1669, 1632)",0.977831037,,74.93074119,55.35038085,823,919,,19.58036034
cowles_dixie_rag_giblin_cowles,"Dixie Rag, The","Giblin, Irene M.",1913,,R,2/4,0,0,0.105917667,['2/4@0.0'],0,"(2332, 2304)",0.987993139,,72.91415663,55.23901582,1328,1138,,17.67514081
cowles_dixie_twilight_cowles,Dixie Twilight,"Johnson, Charles L.",1909,,M,2/4,1.0000005,1.5,0.553191489,['2/4@0.0'],1.5,"(1941, 1927)",0.992787223,,69.04589844,53.54712893,1024,923,,15.49876951
old_web_prt_dizzy_fingers_luciotti_ex_old_web,Dizzy Fingers,"Confrey, Zez",1923,,N,2/2,2.88,6,0.019406393,['2/2@0.0'],0.0,"(1752, 1752)",1,,48.92414861,65.73842196,646,1166,,-16.81427335
misc_sequencers_a_e_dizzy_fingers_adams,Dizzy Fingers,"Confrey, Zez",1923,,N,4/4,2.07792,8,1,['4/4@0.0'],4,"(1754, 1754)",1,,66.01374885,49.26093514,1091,663,,16.75281371
reublin_dizzy_fingers_reublin,Dizzy Fingers,"Confrey, Zez",1923,,N,4/4,0,0,1,['4/4@0.0'],0,"(1510, 1510)",1,,66.94145199,50.1875,854,656,,16.75395199
schwartz_dizzy_fingers_schwartz,Dizzy Fingers,"Confrey, Zez",1923,,N,4/4,0,0,0.806876791,['4/4@0.0'],0,"(1777, 1775)",0.998874508,,65.82378855,48.84579439,1135,642,,16.97799415
decker_kermit_laura_morgan_msn_midibiz_btd_dizzy_fingers_unk_ex_decker,Dizzy Fingers,"Confrey, Zez",1923,,N,4/4,0.96,4,1,['4/4@0.0'],4,"(1580, 1580)",1,,66.69716776,48.84138973,918,662,,17.85577803
macdonald_doc._browns_cake_walk_macdonald,Doc. Brown's Cake Walk,"Johnson, Charles L.",1899,,R,2/4,0,0,0.95336008,['2/4@0.0'],0,"(1968, 1876)",0.953252033,,75.53377735,54.3296146,1051,986,,21.20416275
cowles_doc._browns_cake_walk_cowles,Doc. Brown's Cake Walk,"Johnson, Charles L.",1899,,R,2/4,0,0,0.139919759,['2/4@0.0'],0,"(1988, 1896)",0.953722334,,75.57833656,54.3296146,1034,986,,21.24872195
wilson_doctor_brown_wilson,Doctor Brown,"Irvin, Fred",1914,,F,2/2,0,0,0.758404558,['2/2@0.0'],0,"(1742, 1400)",0.803673938,,74.73818526,52.8501199,1058,834,,21.88806535
schwartz_doll_dance_the_schwartz,"Doll Dance, The","Brown, Nacio Herb",1926,,N,4/4,0,0,0.022149837,['4/4@0.0'],0,"(1587, 1231)",0.775677379,,74.4950849,53.6870229,1119,917,,20.808062
misc_sequencers_f_l_dont_blame_me_irick_ex_decker,Don't Blame Me,"McHugh, Jimmy",1933,,S,4/4,2.285716,4,0.840136054,['4/4@0.0'],4,"(887, 745)",0.839909808,,73.70036101,52.88648649,554,370,,20.81387452
macdonald_dont_jazz_me_rag_mcdonald,Don't Jazz Me - Rag,"Scott, James",1921,,R,2/4,0,0,0.998342725,['2/4@0.0'],0,"(3044, 3044)",1,,76.55608365,54.31221374,2104,1310,,22.24386991
electriclef_witherwax_dont_jazz_me_rag_witherwax,Don't Jazz Me - Rag,"Scott, James",1921,,R,2/4,1.363636,2,1,['2/4@0.0'],2,"(3005, 3005)",1,,76.5623216,54.1616396,2102,1293,,22.400682
misc_sequencers_f_l_dont_jazz_me_rag_hobbs,Don't Jazz Me - Rag,"Scott, James",1921,,R,2/4,2.666668,4,0.690074274,['2/4@0.0'],2,"(2956, 2374)",0.803112314,,76.73577628,54.1781874,2074,1302,,22.55758887
trachtman_dont_jazz_me_rag_trachtman,Don't Jazz Me - Rag,"Scott, James",1921,,R,2/4,1.411764,2,1,['2/4@0.0'],2,"(3037, 3037)",1,,76.77466368,53.95234493,1784,1322,,22.82231875
misc_sequencers_f_l_dont_you_never_take_no_ten_cent_drink_on_me_kass,Don't You Never Take No Ten Cent Drink On Me,"Queen, John & Cannon, Hughie",1901,,S,2/2,1.2,1.5,1,['2/2@0.0'],3.0,"(778, 778)",1,,66.92534381,53.23364486,509,321,,13.69169895
misc_sequencers_a_e_doodles_cardenas,Doodles,"Cardenas, Jaime",2006,,Y,4/4,0,0,0.910290237,['4/4@0.0'],0,"(1137, 1035)",0.910290237,,73.90987868,50.30892857,577,560,,23.60095011
cowles_dope_cowles,Dope,"Polla, William C. (as Powell, W. C.)",1909,,R,2/4,0,0,0.112263139,['2/4@0.0'],0,"(2796, 2784)",0.995708155,,75.26748971,55.39343164,1458,1492,,19.87405808
macdonald_dope_macdonald,Dope,"Polla, William C. (as Powell, W. C.)",1909,,R,2/4,0,0,0.996584116,['2/4@0.0'],0,"(2343, 2335)",0.996585574,,75.49019608,55.56465863,1224,1245,,19.92553744
misc_sequencers_f_l_down_de_lovers_lane_kass,Down De Lover's Lane,"Cook, Will Marion",1900,,S,4/4,0,0,0.993478261,['4/4@0.0'],0,"(916, 913)",0.996724891,,70.62063228,51.01237624,601,404,,19.60825604
misc_sequencers_a_e_down_home_rag_black_ex_decker,Down Home Rag,"Sweatman, Wilbur C. S.",1911,,R,4/4,1.224488,4,1,['4/4@0.0'],4,"(1514, 1514)",1,,70.33119658,55.23407407,936,675,,15.09712251
macdonald_down_home_rag_macdonald,Down Home Rag,"Sweatman, Wilbur C. S.",1911,,R,4/4,0,0,0.992948718,['4/4@0.0'],0,"(1509, 1501)",0.994698476,,70.08629442,54.79211957,985,736,,15.29417485
cowles_down_in_mississippi_cowles,Down In Mississippi,"Ramsdell, Joseph P.",1899,,N,2/4,0.997222721,1.495833333,0.207756233,['2/4@0.0'],1.5,"(1813, 1812)",0.999448428,,71.54791155,54.99404762,814,1008,,16.55386393
cowles_down_souf_in_alabama_cowles,Down Souf' In Alabama,"Janssen, Benjamin H.",1898,,R,4/4,1.060896375,2.758333333,0.104938272,['4/4@0.0'],2.75,"(1458, 1414)",0.969821674,,68.68133175,53.55405405,841,666,,15.12727769
hiawatha_radna_dragonfly_rag_radna_radna,Dragonfly Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2240, 2240)",1,,72.20863971,51.7962406,1088,1330,,20.4123991
cowles_drakes_cake_walk_cowles,Drake's Cake Walk,"Kendall, Edwin F.",1909,,R,2/4,0.978261,1.5,0.193370166,['2/4@0.0'],1.5,"(1629, 1623)",0.996316759,,77.15987461,54.99485199,957,777,,22.16502261
cowles_dreams_of_old_kentucky_cowles,Dreams Of Old Kentucky,"Lang, G. O.",1897,,M,2/4,0,0,0.118918919,['2/4@0.0'],0,"(2436, 2428)",0.996715928,,75.53457447,57.22553517,1128,1308,,18.3090393
misc_sequencers_a_e_dreamy_draw_davis,Dreamy Draw,"Davis, Gary L.",2002,,Y,2/4,2.105262,2,0.982615894,['2/4@0.0'],2,"(2466, 2465)",0.999594485,,72.23627519,52.62094395,1439,1356,,19.61533124
cowles_dublin_daisies_cowles,Dublin Daisies,"Wenrich, Percy",1909,,I,2/4,0.960106575,1.504166667,0.143761302,['2/4@0.0'],1.5,"(2300, 2282)",0.992173913,,71.57472246,53.24360106,1171,1133,,18.3311214
misc_sequencers_a_e_dusky_dudes_clawson_ex_meloware,Dusky Dudes,"Schwartz, Jean",1899,,M,2/4,0,0,1,['2/4@0.0'],0,"(2088, 2088)",1,,75.04039497,54.10985626,1114,974,,20.93053871
wilson_dusky_dudes_wilson,Dusky Dudes,"Schwartz, Jean",1899,,M,2/4,0,0,1,['2/4@0.0'],0,"(2173, 2173)",1,,75.14221825,53.09763033,1118,1055,,22.04458792
watanabe_dusty_watanabe082,Dusty,"Aufderheide, May Frances",1908,,R,2/4,0,0,1,['2/4@0.0'],0,"(1597, 1597)",1,,70.37540805,53.18823529,919,765,,17.18717276
misc_sequencers_s_z_excl_unks_dusty_smith,Dusty,"Aufderheide, May Frances",1908,,R,2/4,0,0,1,['2/4@0.0'],0,"(1604, 1604)",1,,71.69703622,53.1884058,911,759,,18.50863043
macdonald_dusty_macdonald,Dusty,"Aufderheide, May Frances",1908,,R,2/4,0,0,1,['2/4@0.0'],0,"(1600, 1600)",1,,71.73927393,53.16380449,909,757,,18.57546944
crausaz_orton_dutch_rag_crausaz,Dutch Rag,"Courant, Siegfried",~1921,1902-1919,R,2/4,0,0,0.979679562,['2/4@0.0'],0,"(2567, 2521)",0.982080249,,59.94329292,60,2557,40,notsplit,-0.056707079
cowles_dynamite_biese_klickman_cowles,Dynamite,"Biese, Paul & Klickman, F. Henri",1913,,R,2/4,1.252976692,1.754166667,0.195812808,['2/4@0.0'],1.75,"(2442, 2388)",0.977886978,,74.79385965,53.3120332,1368,1205,,21.48182645
reublin_dynamite_rag_song_robinson_reublin,Dynamite Rag,"Robinson, J. Russel",1910,,R,2/4,2.488958,4,0.989773557,['2/4@0.0'],2,"(2770, 2758)",0.99566787,,77.57189757,51.78677463,1523,1482,,25.78512294
misc_sequencers_a_e_easy_winners_the_boudrant,"Easy Winners, The","Joplin, Scott",1901,,R,4/4,0,0,1,['4/4@0.0'],0,"(2536, 2536)",1,,54.10777521,73.7450565,1299,1416,,-19.63728129
decker_kermit_laura_morgan_msn_midibiz_btd_easy_winners_the_unk_ex_laura,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2586, 2586)",1,,73.73725212,54.1314554,1412,1278,,19.60579673
misc_sequencers_s_z_excl_unks_easy_winners_the_williams_ex_decker,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,1.2,2,1,['2/4@0.0'],2,"(2586, 2586)",1,,73.73725212,54.1314554,1412,1278,,19.60579673
macdonald_easy_winners_the_macdonald,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,0.999205719,['2/4@0.0'],0,"(2543, 2543)",1,,73.72617354,53.788854,1406,1274,,19.93731954
misc_sequencers_m_r_easy_winners_the_powell,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,0.990483743,['2/4@0.0'],0,"(2534, 2534)",1,,73.59828449,53.64035088,1399,1254,,19.95793361
electriclef_witherwax_easy_winners_the_witherwax,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,1.304348,2,0.999201915,['2/4@0.0'],2,"(2528, 2526)",0.999208861,,73.77191732,53.78250591,1403,1269,,19.98941141
old_web_prt_easy_winners_the_unk_ex_old_web,"Easy Winners, The","Joplin, Scott",1901,,R,4/4,2.79411625,7.916666667,0.01076555,['3/4@0.0'],0,"(2559, 2436)",0.951934349,,73.71109456,53.71484375,1343,1280,,19.99625081
misc_sequencers_s_z_excl_unks_easy_winners_the_stratton_ex_cowles,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,0.982483457,['2/4@0.0'],0,"(2595, 2554)",0.984200385,,75.1686587,54.94749795,1506,1219,,20.22116075
misc_sequencers_f_l_easy_winners_the_fennis_ex_amringer,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,0.964422341,['2/4@0.0'],0,"(2523, 2520)",0.998810939,,74.18905473,53.78250591,1608,1269,,20.40654882
schwartz_easy_winners_the_schwartz,"Easy Winners, The","Joplin, Scott",1901,,R,2/4,0,0,0.757461407,['2/4@0.0'],0,"(3066, 3059)",0.997716895,,74.40434783,53.58463727,1840,1406,,20.81971056
macdonald_eatin_time_macdonald,Eatin' Time,"Cozad, Irene",1913,,R,2/4,1.2352935,1.75,0.986821705,['2/4@0.0'],1.75,"(2665, 2631)",0.987242026,,77.09024745,55.51497443,1374,1369,,21.57527302
hiawatha_radna_eating_library_paste_hiawatha_ex_mathew,Eating Library Paste,Hiawatha,2004,,Y,2/4,2.663890221,3.995833333,0.307317073,['2/4@0.0'],2,"(2064, 2057)",0.996608527,,70.0407767,53.60218978,1030,1096,,16.43858692
roache_eccentric_formalism_rag_roache,Eccentric Formalism Rag,"Frost, Robin",1985,,Y,4/4,1.142856,4,0.744194757,['4/4@0.0'],4,"(2875, 2768)",0.962782609,,75.08915389,54.79506358,1761,1337,,20.29409031
cowles_echoes_of_the_congo_cowles,Echoes Of The Congo,"Chapman, Lylian M.",1903,,R,2/4,0,0,0.136612022,['2/4@0.0'],0,"(2379, 2371)",0.996637243,,73.26812816,55.02572347,1186,1244,,18.24240469
misc_sequencers_f_l_efficiency_rag_hobbs,Efficiency Rag,"Scott, James",1917,,R,2/4,3.3,5.5,0.782444192,['2/4@0.0'],2,"(2628, 2304)",0.876712329,,76.51565996,53.90206186,1788,1164,,22.6135981
decker_kermit_laura_morgan_msn_midibiz_btd_efficiency_rag_unk_ex_midibiz,Efficiency Rag,"Scott, James",1917,,R,2/4,1.0000005,1.5,1,['2/4@0.0'],1.5,"(2935, 2935)",1,,79.35218509,53.97047691,1945,1321,,25.38170818
macdonald_efficiency_rag_macdonald,Efficiency Rag,"Scott, James",1917,,R,2/4,0.978261,1.5,0.997954313,['2/4@0.0'],1.5,"(2933, 2933)",1,,79.45445188,53.97575758,1943,1320,,25.4786943
electriclef_witherwax_efficiency_rag_witherwax,Efficiency Rag,"Scott, James",1917,,R,2/4,0.8653845,1.5,1,['2/4@0.0'],1.5,"(2933, 2933)",1,,79.23206107,53.72459271,1965,1289,,25.50746836
cowles_egypta_cowles,Egypta,"O'Brien, Charles X.",1909,,I,2/4,0,0,0.113868613,['2/4@0.0'],0,"(2001, 1999)",0.9990005,,71.85670498,52.62585812,1305,874,,19.23084686
cowles_egyptia_cowles,Egyptia,"Olman, Abe",1911,,I,2/4,1.101852238,1.4875,0.148232611,['2/4@0.0'],1.5,"(1809, 1779)",0.983416252,,64.56860809,51.34820322,1013,807,,13.22040487
macdonald_eight_oclock_rush_the_macdonald,"Eight O'Clock Rush, The","Rudisill, Bess E.",1911,,R,2/4,0.9375,1.5,0.968038354,['2/4@0.0'],1.5,"(2519, 2444)",0.97022628,,67.4602026,51.20129403,1382,1391,,16.25890857
macdonald_eli_greens_cake_walk_macdonald,Eli Green's Cake Walk,"Koninsky, Sadie",1898,,M,2/4,0,0,0.990047145,['2/4@0.0'],0,"(1909, 1896)",0.993190152,,73.59587629,55.38010471,970,955,,18.21577158
misc_sequencers_s_z_excl_unks_elisabeth_thompson,Elisabeth,"Thompson, Gary",1980,,N,2/4,0,0,1,['2/4@0.0'],0,"(2639, 2639)",1,,72.11335578,55.21782178,1782,1313,,16.895534
misc_sequencers_a_e_elite_syncopations_boudrant,Elite Syncopations,"Joplin, Scott",1902,,R,4/4,0,0,1,['4/4@0.0'],0,"(2277, 2277)",1,,54.19652651,72.54470939,1094,1342,,-18.34818288
misc_sequencers_m_r_elite_syncopations_ash_ex_midibiz,Elite Syncopations,"Joplin, Scott",1902,,R,4/4,2.832351525,8.025,0.009812667,['3/4@0.0'],0,"(2296, 2262)",0.985191638,,71.75250836,54.15426009,1196,1115,,17.59824827
misc_sequencers_s_z_excl_unks_elite_syncopations_stratton_ex_coy,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,0,0,1,['2/4@0.0'],0,"(2264, 2264)",1,,72.69517885,54.18807339,1286,1090,,18.50710545
decker_kermit_laura_morgan_msn_midibiz_btd_elite_syncopations_unk_ex_laura,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,0,0,1,['2/4@0.0'],0,"(2266, 2266)",1,,72.72161742,54.1474359,1286,1092,,18.57418152
misc_sequencers_s_z_excl_unks_elite_syncopations_williams_ex_decker,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,1.263158,2,1,['2/4@0.0'],2,"(2266, 2266)",1,,72.72161742,54.1474359,1286,1092,,18.57418152
cookie_jar_melody_lane_crider_elite_syncopations_cookie_jar,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,0,0,1,['2/4@0.0'],0,"(2266, 2266)",1,,72.72161742,54.1474359,1286,1092,,18.57418152
electriclef_witherwax_elite_syncopations_witherwax,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,1.428572,2,1,['2/4@0.0'],2,"(2266, 2266)",1,,72.64588145,53.9944393,1299,1079,,18.65144215
schwartz_elite_syncopations_schwartz,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,0,0,0.792736935,['2/4@0.0'],0,"(2400, 2248)",0.936666667,,72.69639344,53.98044444,1525,1125,,18.715949
misc_sequencers_m_r_elite_syncopations_muromachi,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,1.252604167,4.008333333,0.492239468,['2/4@0.0'],2,"(2422, 2420)",0.999174236,,72.70023059,53.93345164,1301,1127,,18.76677895
macdonald_elite_syncopations_macdonald,Elite Syncopations,"Joplin, Scott",1902,,R,2/4,0,0,0.995978552,['2/4@0.0'],0,"(2590, 2324)",0.897297297,,74.59503106,54.10347985,1610,1092,,20.4915512
misc_sequencers_a_e_ellington_two_step_the_clawson_ex_meloware,"Ellington Two-Step, The","Bennett, E. K.",1898,,R,2/4,0,0,1,['2/4@0.0'],0,"(1522, 1522)",1,,75.38591917,55.2956636,767,761,,20.09025557
macdonald_encore_rag_macdonald,Encore Rag,"Fischer, Tad",1912,,R,2/4,0,0,0.991043439,['2/4@0.0'],0,"(2285, 2265)",0.991247265,,75.04725086,51.22418136,1164,1191,,23.8230695
hiawatha_radna_end_street_rag_radna,End Street Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,0.997081712,['2/4@0.0'],0,"(2114, 2108)",0.997161779,,70.59218892,51.11740558,1101,1218,,19.47478334
misc_sequencers_a_e_entertainer_the_joplin_boudrant,"Entertainer, The","Joplin, Scott",1902,,R,4/4,0,0,0.997329264,['4/4@0.0'],0,"(2621, 2620)",0.999618466,,54.4097166,75.64434618,1235,1583,,-21.23462958
misc_sequencers_a_e_entertainer_the_joplin_coy,"Entertainer, The","Joplin, Scott",1902,,R,4/4,0,0,0.110590989,['3/4@0.0'],2.5,"(3520, 3488)",0.990909091,,66.37751678,66.37751678,1788,1788,duptrack,0
misc_sequencers_s_z_excl_unks_entertainer_the_joplin_voyetra_technologies_ex_cookie_jar,"Entertainer, The","Joplin, Scott",1902,,R,4/4,0,0,0.110590989,['3/4@0.0'],0,"(3546, 3510)",0.989847716,,66.44015444,66.44015444,1813,1813,duptrack,0
